ID,Task.Name,Trial.Number,Dilemma,Personal,DPv1.0.Permissible,Personal.force,Intention,DPv2.0.Permissible,RT,Permissible
7803352,Main Stimuli Q_YES,52,SubstitutedConsentTruck,Yes,No,Yes,No,Yes,304.6,1
7803352,Main Stimuli Q_YES,53,footbridgeCrane,Yes,No,Yes,Yes,No,789,0
7803352,Main Stimuli Q_YES,54,intentional homicideMine,No,Yes,No,Yes,Yes,158.2,1
7803352,Main Stimuli Q_YES,55,loopMine,No,Yes,No,Yes,Yes,702.5,1
7803352,Main Stimuli Q_YES,56,EfficientRiskMine,No,Yes,No,No,Yes,356.2,1
7803352,Main Stimuli Q_YES,57,ExpensiveRescue,No,Yes,No,No,Yes,204.9,1
7803352,Main Stimuli Q_YES,58,disproportionate deathMine,No,Yes,No,No,Yes,1.600000024,0
7803352,Main Stimuli Q_YES,59,EfficientRiskTruck,No,Yes,No,No,Yes,143.6,1
7803352,Main Stimuli Q_YES,60,SuicidalRescueTruck,Yes,No,No,Yes,Yes,1104.9,1
7803352,Main Stimuli Q_YES,61,DropEquipmentMine,No,Yes,No,Yes,Yes,1065,1
7803352,Main Stimuli Q_YES,62,BystanderPHA&OCrane,No,Yes,No,Yes,Yes,294.1,0
7803352,Main Stimuli Q_YES,63,ExpensiveCollapseTruck,No,Yes,No,No,Yes,202.8,1
7803352,Main Stimuli Q_YES,64,FootbridgePHATruck,Yes,No,Yes,Yes,No,2.700000048,0
7803352,Main Stimuli Q_YES,65,intentional homicide,No,Yes,No,Yes,Yes,1400.2,0
7803352,Main Stimuli Q_YES,66,FootbridgePHA,Yes,No,Yes,Yes,No,2.400000036,0
7803352,Main Stimuli Q_YES,67,FootbridgePHA&OCrane,Yes,No,Yes,Yes,No,118.3,0
7803352,Main Stimuli Q_YES,68,man-in-frontCrane,No,Yes,No,No,Yes,592.9,1
7803352,Main Stimuli Q_YES,69,better alternativeMine,No,Yes,No,No,Yes,30.10000002,1
7803352,Main Stimuli Q_YES,70,bystanderTruck,No,Yes,No,No,Yes,2.099999964,1
7803352,Main Stimuli Q_YES,71,HypotheticalConsentCrane,Yes,No,Yes,Yes,No,1.900000036,1
7803352,Main Stimuli Q_YES,72,footbridgeTruck,Yes,No,Yes,Yes,No,429.9,0
7803352,Main Stimuli Q_YES,73,BystanderPHOCrane,No,No,No,Yes,Yes,465.2,0
7803352,Main Stimuli Q_YES,74,drop manCrane,Yes,No,No,Yes,Yes,2038,1
7803352,Main Stimuli Q_YES,75,intentional homicideTruck,No,Yes,No,Yes,Yes,115.6,1
7803352,Main Stimuli Q_YES,76,implied consentCrane,Yes,No,Yes,Yes,No,2132.8,1
7803352,Main Stimuli Q_YES,77,disproportionate deathTruck,No,Yes,No,No,Yes,303.1,0
7803352,Main Stimuli Q_YES,78,InexpensiveRescueCrane,No,Yes,No,No,Yes,13.60000002,1
7803352,Main Stimuli Q_YES,79,BystanderPHA&OMine,No,Yes,No,Yes,Yes,2.100000024,1
7803352,Main Stimuli Q_YES,80,ExpensiveCollapse,No,Yes,No,No,Yes,435.7,1
7803352,Main Stimuli Q_YES,81,better alternativeCrane,No,Yes,No,No,Yes,1.900000036,1
7803352,Main Stimuli Q_YES,82,implied consentTruck,Yes,No,Yes,Yes,No,1466.2,1
7803352,Main Stimuli Q_YES,83,HypotheticalConsent,Yes,No,Yes,Yes,No,2,1
7803352,Main Stimuli Q_YES,84,drop man,Yes,No,No,Yes,Yes,12.59999996,1
7803352,Main Stimuli Q_YES,85,loop,No,Yes,No,Yes,Yes,2.199999988,1
7803352,Main Stimuli Q_YES,86,DropEquipment,No,Yes,No,Yes,Yes,1.800000012,1
7803352,Main Stimuli Q_YES,87,FootbridgePHO,No,No,No,Yes,Yes,1.699999988,1
7803352,Main Stimuli Q_YES,88,DropEquipmentCrane,No,Yes,No,Yes,Yes,1.599999964,1
7803352,Main Stimuli Q_YES,89,expensive equipment,No,Yes,No,No,Yes,2.099999964,1
7803352,Main Stimuli Q_YES,90,InefficientRiskMine,No,Yes,No,No,Yes,1.600000024,1
7803352,Main Stimuli Q_YES,91,ExpensiveRescueCrane,No,Yes,No,No,Yes,1.699999988,0
7803352,Main Stimuli Q_YES,92,SuicidalRescueCrane,Yes,No,No,Yes,Yes,30.20000005,0
7803352,Main Stimuli Q_YES,93,collapse bridge,Yes,No,No,No,Yes,1.400000036,1
7803352,Main Stimuli Q_YES,94,bystander,No,Yes,No,No,Yes,1.5,1
7803352,Main Stimuli Q_YES,95,loopCrane,No,Yes,No,Yes,Yes,1.899999976,0
7803352,Main Stimuli Q_YES,96,costless rescue,No,Yes,No,No,Yes,1.600000024,1
7803352,Main Stimuli Q_YES,97,SuicidalRescueMine,Yes,No,No,Yes,Yes,2.100000024,1
7803352,Main Stimuli Q_YES,98,BystanderPHOMine,No,No,No,Yes,Yes,1.600000024,0
7803352,Main Stimuli Q_YES,99,loopTruck,No,Yes,No,Yes,Yes,48.79999995,1
7803352,Main Stimuli Q_YES,100,better alternative,No,Yes,No,No,Yes,2038.8,1
7803352,Main Stimuli Q_YES,101,expensive equipmentMine,No,Yes,No,No,Yes,545.2,0
7803352,Main Stimuli Q_YES,102,collapse bridgeMine,Yes,No,No,No,Yes,226.3,0
7803352,Main Stimuli Q_YES,103,drop manTruck,Yes,No,No,Yes,Yes,2,1
7803352,Main Stimuli Q_YES,104,BystanderPHOTruck,No,No,No,Yes,Yes,890.4,0
7803360,Main Stimuli Q_YES,1,BystanderPHA&O,No,Yes,No,Yes,Yes,2010.9,0
7803360,Main Stimuli Q_YES,2,expensive equipmentMine,No,Yes,No,No,Yes,1142.9,0
7803360,Main Stimuli Q_YES,3,drop man,Yes,No,No,Yes,Yes,1808.3,0
7803360,Main Stimuli Q_YES,4,man-in-frontTruck,No,Yes,No,No,Yes,4435.6,1
7803360,Main Stimuli Q_YES,5,costless rescueMine,No,Yes,No,No,Yes,547.4000001,1
7803360,Main Stimuli Q_YES,6,BystanderPHOCrane,No,No,No,Yes,Yes,538.7999997,0
7803360,Main Stimuli Q_YES,7,drop manTruck,Yes,No,No,Yes,Yes,1914.4,0
7803360,Main Stimuli Q_YES,8,disproportionate deathMine,No,Yes,No,No,Yes,1106.8,0
7803360,Main Stimuli Q_YES,9,SubstitutedConsent,Yes,No,Yes,No,Yes,1534.8,1
7803360,Main Stimuli Q_YES,10,FootbridgePHOMine,No,No,No,Yes,Yes,4320.8,1
7803360,Main Stimuli Q_YES,11,footbridge,Yes,No,Yes,Yes,No,1104.4,0
7803360,Main Stimuli Q_YES,12,DropEquipmentCrane,No,Yes,No,Yes,Yes,1090.5,1
7803360,Main Stimuli Q_YES,13,loopCrane,No,Yes,No,Yes,Yes,1446.3,0
7803360,Main Stimuli Q_YES,14,collapse bridge,Yes,No,No,No,Yes,1232.7,0
7803360,Main Stimuli Q_YES,15,FootbridgePHA&OCrane,Yes,No,Yes,Yes,No,1272.9,0
7803360,Main Stimuli Q_YES,16,BystanderPHOMine,No,No,No,Yes,Yes,945.6999998,1
7803360,Main Stimuli Q_YES,17,better alternativeCrane,No,Yes,No,No,Yes,1095.8,1
7803360,Main Stimuli Q_YES,18,InexpensiveRescueTruck,No,Yes,No,No,Yes,1091.2,1
7803360,Main Stimuli Q_YES,19,ExpensiveRescueTruck,No,Yes,No,No,Yes,318.0999999,1
7803360,Main Stimuli Q_YES,20,bystander,No,Yes,No,No,Yes,852.4000001,1
7803360,Main Stimuli Q_YES,21,EfficientRiskTruck,No,Yes,No,No,Yes,681.8999996,1
7803360,Main Stimuli Q_YES,22,FootbridgePHAMine,Yes,No,Yes,Yes,No,1104.6,0
7803360,Main Stimuli Q_YES,23,FootbridgePHO,No,No,No,Yes,Yes,1185.8,0
7803360,Main Stimuli Q_YES,24,ExpensiveCollapseTruck,No,Yes,No,No,Yes,626.7000003,1
7803360,Main Stimuli Q_YES,25,intentional homicideMine,No,Yes,No,Yes,Yes,682.4000001,0
7803360,Main Stimuli Q_YES,26,costless rescue,No,Yes,No,No,Yes,877.5,1
7803360,Main Stimuli Q_YES,27,DropEquipmentTruck,No,Yes,No,Yes,Yes,704.7000003,1
7803360,Main Stimuli Q_YES,28,ExpensiveRescue,No,Yes,No,No,Yes,709.1999998,1
7803360,Main Stimuli Q_YES,29,drop manCrane,Yes,No,No,Yes,Yes,1101.3,1
7803360,Main Stimuli Q_YES,30,implied consent,Yes,No,Yes,Yes,No,857.5,1
7803360,Main Stimuli Q_YES,31,InexpensiveRescueMine,No,Yes,No,No,Yes,506,1
7803360,Main Stimuli Q_YES,32,InefficientRiskMine,No,Yes,No,No,Yes,918.4000001,1
7803360,Main Stimuli Q_YES,33,DropEquipment,No,Yes,No,Yes,Yes,560.2000003,1
7803360,Main Stimuli Q_YES,34,disproportionate death,No,Yes,No,No,Yes,1367,0
7803360,Main Stimuli Q_YES,35,HypotheticalConsentTruck,Yes,No,Yes,Yes,No,2569.6,0
7803360,Main Stimuli Q_YES,36,loopTruck,No,Yes,No,Yes,Yes,791,0
7803360,Main Stimuli Q_YES,37,SuicidalRescueTruck,Yes,No,No,Yes,Yes,1157.6,1
7803360,Main Stimuli Q_YES,38,InexpensiveRescueCrane,No,Yes,No,No,Yes,528,1
7803360,Main Stimuli Q_YES,39,bystanderTruck,No,Yes,No,No,Yes,381.9000001,0
7803360,Main Stimuli Q_YES,40,man-in-frontCrane,No,Yes,No,No,Yes,1190.8,0
7803360,Main Stimuli Q_YES,41,ExpensiveCollapseCrane,No,Yes,No,No,Yes,499.5999999,1
7803360,Main Stimuli Q_YES,42,FootbridgePHOCrane,No,No,No,Yes,Yes,854,0
7803360,Main Stimuli Q_YES,43,BystanderPHO,No,No,No,Yes,Yes,653.3000002,0
7803360,Main Stimuli Q_YES,44,implied consentCrane,Yes,No,Yes,Yes,No,653.5,1
7803360,Main Stimuli Q_YES,45,SubstitutedConsentMine,Yes,No,Yes,No,Yes,388.8000002,1
7803360,Main Stimuli Q_YES,46,HypotheticalConsentMine,Yes,No,Yes,Yes,No,724.7000003,1
7803360,Main Stimuli Q_YES,47,expensive equipmentCrane,No,Yes,No,No,Yes,390.8999996,0
7803360,Main Stimuli Q_YES,48,intentional homicideTruck,No,Yes,No,Yes,Yes,1153.4,0
7803360,Main Stimuli Q_YES,49,SubstitutedConsentCrane,Yes,No,Yes,No,Yes,1120.5,1
7803360,Main Stimuli Q_YES,50,better alternativeTruck,No,Yes,No,No,Yes,631.7000003,0
7803360,Main Stimuli Q_YES,51,implied consentMine,Yes,No,Yes,Yes,No,584.8000002,1
7803360,Main Stimuli Q_YES,52,BystanderPHA&OCrane,No,Yes,No,Yes,Yes,992.8000002,0
7803360,Main Stimuli Q_YES,53,SuicidalRescueCrane,Yes,No,No,Yes,Yes,1249.7,1
7803360,Main Stimuli Q_YES,54,footbridgeTruck,Yes,No,Yes,Yes,No,680.9000001,0
7803360,Main Stimuli Q_YES,55,intentional homicideCrane,No,Yes,No,Yes,Yes,445,0
7803360,Main Stimuli Q_YES,56,implied consentTruck,Yes,No,Yes,Yes,No,508.4000001,1
7803360,Main Stimuli Q_YES,57,collapse bridgeCrane,Yes,No,No,No,Yes,843.0999999,1
7803360,Main Stimuli Q_YES,58,InefficientRiskTruck,No,Yes,No,No,Yes,1048,0
7803360,Main Stimuli Q_YES,59,BystanderPHOTruck,No,No,No,Yes,Yes,543.5999999,0
7803360,Main Stimuli Q_YES,60,InexpensiveRescue,No,Yes,No,No,Yes,517.4000001,1
7803360,Main Stimuli Q_YES,61,SuicidalRescue,Yes,No,No,Yes,Yes,774.5,1
7803360,Main Stimuli Q_YES,62,SuicidalRescueMine,Yes,No,No,Yes,Yes,770.0999999,1
7803360,Main Stimuli Q_YES,63,HypotheticalConsentCrane,Yes,No,Yes,Yes,No,540.5999999,1
7803360,Main Stimuli Q_YES,64,BystanderPHA&OMine,No,Yes,No,Yes,Yes,990.8000002,0
7803360,Main Stimuli Q_YES,65,ExpensiveCollapseMine,No,Yes,No,No,Yes,534.9000001,1
7803360,Main Stimuli Q_YES,66,footbridgeCrane,Yes,No,Yes,Yes,No,1089.4,0
7803360,Main Stimuli Q_YES,67,bystanderMine,No,Yes,No,No,Yes,2441.7,1
7803360,Main Stimuli Q_YES,68,loop,No,Yes,No,Yes,Yes,603,1
7803360,Main Stimuli Q_YES,69,collapse bridgeTruck,Yes,No,No,No,Yes,958.7000003,0
7803360,Main Stimuli Q_YES,70,costless rescueCrane,No,Yes,No,No,Yes,825.7999997,1
7803360,Main Stimuli Q_YES,71,man-in-front,No,Yes,No,No,Yes,568.9000001,1
7803360,Main Stimuli Q_YES,72,FootbridgePHA&O,Yes,No,Yes,Yes,No,740,0
7803360,Main Stimuli Q_YES,73,InefficientRisk,No,Yes,No,No,Yes,1368.7,1
7803360,Main Stimuli Q_YES,74,disproportionate deathTruck,No,Yes,No,No,Yes,902.2000003,0
7803360,Main Stimuli Q_YES,75,better alternativeMine,No,Yes,No,No,Yes,564.6999998,1
7803360,Main Stimuli Q_YES,76,drop manMine,Yes,No,No,Yes,Yes,691.5,1
7803360,Main Stimuli Q_YES,77,disproportionate deathCrane,No,Yes,No,No,Yes,462.0999999,0
7803360,Main Stimuli Q_YES,78,ExpensiveRescueMine,No,Yes,No,No,Yes,407.8000002,1
7803360,Main Stimuli Q_YES,79,loopMine,No,Yes,No,Yes,Yes,872.4000001,1
7803360,Main Stimuli Q_YES,80,expensive equipmentTruck,No,Yes,No,No,Yes,542,0
7803360,Main Stimuli Q_YES,81,DropEquipmentMine,No,Yes,No,Yes,Yes,640,1
7803360,Main Stimuli Q_YES,82,ExpensiveCollapse,No,Yes,No,No,Yes,525.1000004,1
7803360,Main Stimuli Q_YES,83,EfficientRiskCrane,No,Yes,No,No,Yes,413.9000001,1
7803360,Main Stimuli Q_YES,84,HypotheticalConsent,Yes,No,Yes,Yes,No,523.8999996,1
7803360,Main Stimuli Q_YES,85,FootbridgePHA,Yes,No,Yes,Yes,No,520.4000001,0
7803360,Main Stimuli Q_YES,86,FootbridgePHA&OTruck,Yes,No,Yes,Yes,No,579.4000001,0
7803360,Main Stimuli Q_YES,87,FootbridgePHA&OMine,Yes,No,Yes,Yes,No,364.6999998,0
7803360,Main Stimuli Q_YES,88,EfficientRiskMine,No,Yes,No,No,Yes,330.4000001,1
7803360,Main Stimuli Q_YES,89,SubstitutedConsentTruck,Yes,No,Yes,No,Yes,767,1
7803360,Main Stimuli Q_YES,90,collapse bridgeMine,Yes,No,No,No,Yes,715.5,1
7803360,Main Stimuli Q_YES,91,FootbridgePHATruck,Yes,No,Yes,Yes,No,421.8000002,0
7803360,Main Stimuli Q_YES,92,intentional homicide,No,Yes,No,Yes,Yes,451.0999999,0
7803360,Main Stimuli Q_YES,93,BystanderPHA&OTruck,No,Yes,No,Yes,Yes,400.9000001,0
7803360,Main Stimuli Q_YES,94,bystanderCrane,No,Yes,No,No,Yes,500.6000004,1
7803360,Main Stimuli Q_YES,95,footbridgeMine,Yes,No,Yes,Yes,No,787.4000001,1
7803360,Main Stimuli Q_YES,96,better alternative,No,Yes,No,No,Yes,852,0
7803360,Main Stimuli Q_YES,97,ExpensiveRescueCrane,No,Yes,No,No,Yes,480.2999997,1
7803360,Main Stimuli Q_YES,98,expensive equipment,No,Yes,No,No,Yes,243.2999997,0
7803360,Main Stimuli Q_YES,99,InefficientRiskCrane,No,Yes,No,No,Yes,383.7000003,0
7803360,Main Stimuli Q_YES,100,EfficientRisk,No,Yes,No,No,Yes,514.5,1
7803360,Main Stimuli Q_YES,101,FootbridgePHOTruck,No,No,No,Yes,Yes,406.1000004,0
7803360,Main Stimuli Q_YES,102,man-in-frontMine,No,Yes,No,No,Yes,1566.9,1
7803360,Main Stimuli Q_YES,103,costless rescueTruck,No,Yes,No,No,Yes,534.9000001,1
7803360,Main Stimuli Q_YES,104,FootbridgePHACrane,Yes,No,Yes,Yes,No,423.1000004,0
7803390,Main Stimuli Q_YES,1,SubstitutedConsentTruck,Yes,No,Yes,No,Yes,6993,1
7803390,Main Stimuli Q_YES,2,implied consent,Yes,No,Yes,Yes,No,624,1
7803390,Main Stimuli Q_YES,3,loop,No,Yes,No,Yes,Yes,731,1
7803390,Main Stimuli Q_YES,4,better alternativeCrane,No,Yes,No,No,Yes,3067,1
7803390,Main Stimuli Q_YES,5,InefficientRisk,No,Yes,No,No,Yes,3866,0
7803390,Main Stimuli Q_YES,6,bystander,No,Yes,No,No,Yes,470,1
7803390,Main Stimuli Q_YES,7,FootbridgePHA,Yes,No,Yes,Yes,No,1624,0
7803390,Main Stimuli Q_YES,8,HypotheticalConsentMine,Yes,No,Yes,Yes,No,464,1
7803390,Main Stimuli Q_YES,9,HypotheticalConsent,Yes,No,Yes,Yes,No,419,1
7803390,Main Stimuli Q_YES,10,SuicidalRescueCrane,Yes,No,No,Yes,Yes,1950,1
7803390,Main Stimuli Q_YES,11,implied consentTruck,Yes,No,Yes,Yes,No,598,1
7803390,Main Stimuli Q_YES,12,ExpensiveCollapseCrane,No,Yes,No,No,Yes,1166,1
7803390,Main Stimuli Q_YES,13,costless rescueCrane,No,Yes,No,No,Yes,469,1
7803390,Main Stimuli Q_YES,14,BystanderPHOCrane,No,No,No,Yes,Yes,1436,0
7803390,Main Stimuli Q_YES,15,SubstitutedConsentCrane,Yes,No,Yes,No,Yes,424,1
7803390,Main Stimuli Q_YES,16,ExpensiveRescue,No,Yes,No,No,Yes,471,1
7803390,Main Stimuli Q_YES,17,FootbridgePHOMine,No,No,No,Yes,Yes,5501,1
7803390,Main Stimuli Q_YES,18,drop man,Yes,No,No,Yes,Yes,3530,1
7803390,Main Stimuli Q_YES,19,bystanderMine,No,Yes,No,No,Yes,857,1
7803390,Main Stimuli Q_YES,20,implied consentCrane,Yes,No,Yes,Yes,No,1175,1
7803390,Main Stimuli Q_YES,21,collapse bridgeTruck,Yes,No,No,No,Yes,2081,1
7803390,Main Stimuli Q_YES,22,better alternativeTruck,No,Yes,No,No,Yes,828,1
7803390,Main Stimuli Q_YES,23,man-in-frontMine,No,Yes,No,No,Yes,6892,0
7803390,Main Stimuli Q_YES,24,InexpensiveRescueCrane,No,Yes,No,No,Yes,584,1
7803390,Main Stimuli Q_YES,25,expensive equipmentMine,No,Yes,No,No,Yes,623,0
7803390,Main Stimuli Q_YES,26,DropEquipmentMine,No,Yes,No,Yes,Yes,671,1
7803390,Main Stimuli Q_YES,27,better alternativeMine,No,Yes,No,No,Yes,688,1
7803390,Main Stimuli Q_YES,28,InexpensiveRescueMine,No,Yes,No,No,Yes,237,1
7803390,Main Stimuli Q_YES,29,EfficientRisk,No,Yes,No,No,Yes,917,1
7803390,Main Stimuli Q_YES,30,BystanderPHOMine,No,No,No,Yes,Yes,6933,0
7803390,Main Stimuli Q_YES,31,collapse bridgeCrane,Yes,No,No,No,Yes,840,1
7803390,Main Stimuli Q_YES,32,disproportionate deathCrane,No,Yes,No,No,Yes,1901,0
7803390,Main Stimuli Q_YES,33,intentional homicideTruck,No,Yes,No,Yes,Yes,2340,1
7803390,Main Stimuli Q_YES,34,expensive equipmentCrane,No,Yes,No,No,Yes,754,0
7803390,Main Stimuli Q_YES,35,man-in-frontCrane,No,Yes,No,No,Yes,753,1
7803390,Main Stimuli Q_YES,36,FootbridgePHACrane,Yes,No,Yes,Yes,No,1832,0
7803390,Main Stimuli Q_YES,37,InefficientRiskCrane,No,Yes,No,No,Yes,1492,1
7803390,Main Stimuli Q_YES,38,costless rescue,No,Yes,No,No,Yes,799,1
7803390,Main Stimuli Q_YES,39,disproportionate death,No,Yes,No,No,Yes,492,0
7803390,Main Stimuli Q_YES,40,ExpensiveRescueMine,No,Yes,No,No,Yes,687,1
7803390,Main Stimuli Q_YES,41,InefficientRiskMine,No,Yes,No,No,Yes,431,1
7803390,Main Stimuli Q_YES,42,disproportionate deathTruck,No,Yes,No,No,Yes,532,0
7803390,Main Stimuli Q_YES,43,FootbridgePHOCrane,No,No,No,Yes,Yes,4456,0
7803390,Main Stimuli Q_YES,44,disproportionate deathMine,No,Yes,No,No,Yes,1569,0
7803390,Main Stimuli Q_YES,45,SuicidalRescueMine,Yes,No,No,Yes,Yes,661,1
7803390,Main Stimuli Q_YES,46,intentional homicideCrane,No,Yes,No,Yes,Yes,473,0
7803390,Main Stimuli Q_YES,47,BystanderPHO,No,No,No,Yes,Yes,954,0
7803390,Main Stimuli Q_YES,48,man-in-front,No,Yes,No,No,Yes,1936,1
7803390,Main Stimuli Q_YES,49,DropEquipmentCrane,No,Yes,No,Yes,Yes,2720,1
7803390,Main Stimuli Q_YES,50,costless rescueTruck,No,Yes,No,No,Yes,366,1
7803390,Main Stimuli Q_YES,51,InefficientRiskTruck,No,Yes,No,No,Yes,3517,1
7803390,Main Stimuli Q_YES,52,drop manCrane,Yes,No,No,Yes,Yes,646,1
7803390,Main Stimuli Q_YES,53,expensive equipmentTruck,No,Yes,No,No,Yes,1016,0
7803390,Main Stimuli Q_YES,54,footbridge,Yes,No,Yes,Yes,No,476,1
7803390,Main Stimuli Q_YES,55,FootbridgePHA&OMine,Yes,No,Yes,Yes,No,5850,0
7803390,Main Stimuli Q_YES,56,FootbridgePHAMine,Yes,No,Yes,Yes,No,1708,1
7803390,Main Stimuli Q_YES,57,footbridgeCrane,Yes,No,Yes,Yes,No,438,1
7803390,Main Stimuli Q_YES,58,FootbridgePHA&O,Yes,No,Yes,Yes,No,639,1
7803390,Main Stimuli Q_YES,59,drop manMine,Yes,No,No,Yes,Yes,409,1
7803390,Main Stimuli Q_YES,60,ExpensiveCollapseTruck,No,Yes,No,No,Yes,631,1
7803390,Main Stimuli Q_YES,61,SuicidalRescue,Yes,No,No,Yes,Yes,1436,1
7803390,Main Stimuli Q_YES,62,ExpensiveRescueTruck,No,Yes,No,No,Yes,785,1
7803390,Main Stimuli Q_YES,63,intentional homicide,No,Yes,No,Yes,Yes,1551,0
7803390,Main Stimuli Q_YES,64,DropEquipmentTruck,No,Yes,No,Yes,Yes,14527,1
7803390,Main Stimuli Q_YES,65,HypotheticalConsentCrane,Yes,No,Yes,Yes,No,492,1
7803390,Main Stimuli Q_YES,66,collapse bridgeMine,Yes,No,No,No,Yes,462,1
7803390,Main Stimuli Q_YES,67,BystanderPHA&O,No,Yes,No,Yes,Yes,1114,1
7803390,Main Stimuli Q_YES,68,footbridgeMine,Yes,No,Yes,Yes,No,360,1
7803390,Main Stimuli Q_YES,69,costless rescueMine,No,Yes,No,No,Yes,409,1
7803390,Main Stimuli Q_YES,70,expensive equipment,No,Yes,No,No,Yes,680,0
